name,medal_type,medal_date,gender,birth_date,country,discipline,event,lat,long
NDORI Bayapo,PRATA,2024-08-10,MASCULINO,1999-06-20,Botswana,Athletics,Men's 4 x 400m Relay,-22.328474,24.684866
PESELA Anthony,PRATA,2024-08-10,MASCULINO,2002-06-09,Botswana,Athletics,Men's 4 x 400m Relay,-22.328474,24.684866
SCOTCH Leungo,PRATA,2024-08-10,MASCULINO,1996-02-28,Botswana,Athletics,Men's 4 x 400m Relay,-22.328474,24.684866
TEBOGO Letsile,PRATA,2024-08-10,MASCULINO,2003-06-07,Botswana,Athletics,Men's 4 x 400m Relay,-22.328474,24.684866
DAVEY Lewis,BRONZE,2024-08-10,MASCULINO,2000-10-24,Great Britain,Athletics,Men's 4 x 400m Relay,55.378051,-3.435973
DOBSON Charles,BRONZE,2024-08-10,MASCULINO,1999-10-20,Great Britain,Athletics,Men's 4 x 400m Relay,55.378051,-3.435973
HARRIES Toby,BRONZE,2024-08-10,MASCULINO,1998-09-30,Great Britain,Athletics,Men's 4 x 400m Relay,55.378051,-3.435973
HAYDOCK-WILSON Alex,BRONZE,2024-08-10,MASCULINO,1999-07-28,Great Britain,Athletics,Men's 4 x 400m Relay,55.378051,-3.435973
HUDSON-SMITH Matthew,BRONZE,2024-08-10,MASCULINO,1994-10-26,Great Britain,Athletics,Men's 4 x 400m Relay,55.378051,-3.435973
REARDON Samuel,BRONZE,2024-08-10,MASCULINO,2003-10-30,Great Britain,Athletics,Men's 4 x 400m Relay,55.378051,-3.435973
CARVELL Charlie,BRONZE,2024-08-10,MASCULINO,2004-06-30,Great Britain,Athletics,Men's 4 x 400m Relay,55.378051,-3.435973
BROWN Kaylyn,OURO,2024-08-10,FEMININO,2004-12-31,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
BUTLER Aaliyah,OURO,2024-08-10,FEMININO,2003-11-05,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
ELLIS Kendall,OURO,2024-08-10,FEMININO,1996-03-08,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
HAYES Quanera,OURO,2024-08-10,FEMININO,1992-03-07,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
HOLMES Alexis,OURO,2024-08-10,FEMININO,2000-01-28,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
LITTLE Shamier,OURO,2024-08-10,FEMININO,1995-03-20,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
McLAUGHLIN-LEVRONE Sydney,OURO,2024-08-10,FEMININO,1999-08-07,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
THOMAS Gabrielle,OURO,2024-08-10,FEMININO,1996-12-07,United States,Athletics,Women's 4 x 400m Relay,38.7945952,-106.5348379
BOL Femke,PRATA,2024-08-10,FEMININO,2000-02-23,Netherlands,Athletics,Women's 4 x 400m Relay,52.132633,5.291266
de WITTE Lisanne,PRATA,2024-08-10,FEMININO,1992-09-10,Netherlands,Athletics,Women's 4 x 400m Relay,52.132633,5.291266
KLAVER Lieke,PRATA,2024-08-10,FEMININO,1998-08-20,Netherlands,Athletics,Women's 4 x 400m Relay,52.132633,5.291266
PEETERS Cathelijn,PRATA,2024-08-10,FEMININO,1996-11-06,Netherlands,Athletics,Women's 4 x 400m Relay,52.132633,5.291266
SAALBERG Eveline,PRATA,2024-08-10,FEMININO,1998-07-30,Netherlands,Athletics,Women's 4 x 400m Relay,52.132633,5.291266
van de WIEL Anne,PRATA,2024-08-10,FEMININO,1997-06-04,Netherlands,Athletics,Women's 4 x 400m Relay,52.132633,5.291266
van der SCHOOT Myrte,PRATA,2024-08-10,FEMININO,2004-04-16,Netherlands,Athletics,Women's 4 x 400m Relay,52.132633,5.291266
ANNING Amber,BRONZE,2024-08-10,FEMININO,2000-11-18,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
JOHN Yemi Mary,BRONZE,2024-08-10,FEMININO,2003-05-03,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
KELLY Hannah,BRONZE,2024-08-10,FEMININO,2000-12-20,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
NIELSEN Laviai,BRONZE,2024-08-10,FEMININO,1996-03-13,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
NIELSEN Lina,BRONZE,2024-08-10,FEMININO,1996-03-13,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
OHURUOGU Victoria,BRONZE,2024-08-10,FEMININO,1993-02-28,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
WILLIAMS Jodie,BRONZE,2024-08-10,FEMININO,1993-09-28,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
YEARGIN Nicole,BRONZE,2024-08-10,FEMININO,1997-08-11,Great Britain,Athletics,Women's 4 x 400m Relay,55.378051,-3.435973
CURRY Stephen,OURO,2024-08-10,MASCULINO,1988-03-14,United States,Basketball,Men,38.7945952,-106.5348379
EDWARDS Anthony,OURO,2024-08-10,MASCULINO,2001-08-05,United States,Basketball,Men,38.7945952,-106.5348379
JAMES LeBron,OURO,2024-08-10,MASCULINO,1984-12-30,United States,Basketball,Men,38.7945952,-106.5348379
DURANT Kevin,OURO,2024-08-10,MASCULINO,1988-09-29,United States,Basketball,Men,38.7945952,-106.5348379
WHITE Derrick,OURO,2024-08-10,MASCULINO,1994-07-02,United States,Basketball,Men,38.7945952,-106.5348379
HALIBURTON Tyrese,OURO,2024-08-10,MASCULINO,2000-02-29,United States,Basketball,Men,38.7945952,-106.5348379
TATUM Jayson,OURO,2024-08-10,MASCULINO,1998-03-03,United States,Basketball,Men,38.7945952,-106.5348379
EMBIID Joel,OURO,2024-08-10,MASCULINO,1994-03-16,United States,Basketball,Men,38.7945952,-106.5348379
HOLIDAY Jrue,OURO,2024-08-10,MASCULINO,1990-06-12,United States,Basketball,Men,38.7945952,-106.5348379
ADEBAYO Bam,OURO,2024-08-10,MASCULINO,1997-07-18,United States,Basketball,Men,38.7945952,-106.5348379
DAVIS Anthony,OURO,2024-08-10,MASCULINO,1993-03-11,United States,Basketball,Men,38.7945952,-106.5348379
BOOKER Devin,OURO,2024-08-10,MASCULINO,1996-10-30,United States,Basketball,Men,38.7945952,-106.5348379
NTILIKINA Frank,PRATA,2024-08-10,MASCULINO,1998-07-28,France,Basketball,Men,46.227638,2.213749
BATUM Nicolas,PRATA,2024-08-10,MASCULINO,1988-12-14,France,Basketball,Men,46.227638,2.213749
ALBICY Andrew,PRATA,2024-08-10,MASCULINO,1990-03-21,France,Basketball,Men,46.227638,2.213749
YABUSELE Guerschon,PRATA,2024-08-10,MASCULINO,1995-12-17,France,Basketball,Men,46.227638,2.213749
CORDINIER Isaia,PRATA,2024-08-10,MASCULINO,1996-11-28,France,Basketball,Men,46.227638,2.213749
FOURNIER Evan,PRATA,2024-08-10,MASCULINO,1992-10-29,France,Basketball,Men,46.227638,2.213749
de COLO Nando,PRATA,2024-08-10,MASCULINO,1987-06-23,France,Basketball,Men,46.227638,2.213749
LESSORT Mathias,PRATA,2024-08-10,MASCULINO,1995-09-29,France,Basketball,Men,46.227638,2.213749
GOBERT Rudy,PRATA,2024-08-10,MASCULINO,1992-06-26,France,Basketball,Men,46.227638,2.213749
WEMBANYAMA Victor,PRATA,2024-08-10,MASCULINO,2004-01-04,France,Basketball,Men,46.227638,2.213749
STRAZEL Matthew,PRATA,2024-08-10,MASCULINO,2002-08-05,France,Basketball,Men,46.227638,2.213749
COULIBALY Bilal,PRATA,2024-08-10,MASCULINO,2004-07-26,France,Basketball,Men,46.227638,2.213749
PLAVSIC Uros,BRONZE,2024-08-10,MASCULINO,1998-12-22,Serbia,Basketball,Men,44.016521,21.005859
PETRUSEV Fili,BRONZE,2024-08-10,MASCULINO,2000-04-15,Serbia,Basketball,Men,44.016521,21.005859
JOVIC Nikola,BRONZE,2024-08-10,MASCULINO,2003-06-09,Serbia,Basketball,Men,44.016521,21.005859
BOGDANOVIC Bogdan,BRONZE,2024-08-10,MASCULINO,1992-08-18,Serbia,Basketball,Men,44.016521,21.005859
MARINKOVIC Vanja,BRONZE,2024-08-10,MASCULINO,1997-01-09,Serbia,Basketball,Men,44.016521,21.005859
DOBRIC Ognjen,BRONZE,2024-08-10,MASCULINO,1994-10-27,Serbia,Basketball,Men,44.016521,21.005859
JOKIC Nikola,BRONZE,2024-08-10,MASCULINO,1995-02-19,Serbia,Basketball,Men,44.016521,21.005859
MICIC Vasilije,BRONZE,2024-08-10,MASCULINO,1994-01-13,Serbia,Basketball,Men,44.016521,21.005859
GUDURIC Marko,BRONZE,2024-08-10,MASCULINO,1995-03-08,Serbia,Basketball,Men,44.016521,21.005859
DAVIDOVAC Dejan,BRONZE,2024-08-10,MASCULINO,1995-01-17,Serbia,Basketball,Men,44.016521,21.005859
AVRAMOVIC Aleksa,BRONZE,2024-08-10,MASCULINO,1994-10-25,Serbia,Basketball,Men,44.016521,21.005859
MILUTINOV Nikola,BRONZE,2024-08-10,MASCULINO,1994-12-30,Serbia,Basketball,Men,44.016521,21.005859
AHMAN David,OURO,2024-08-10,MASCULINO,2001-12-20,Sweden,Beach Volleyball,Men,60.128161,18.643501
HELLVIG Jonatan,OURO,2024-08-10,MASCULINO,2001-10-05,Sweden,Beach Volleyball,Men,60.128161,18.643501
EHLERS Nils,PRATA,2024-08-10,MASCULINO,1994-02-04,Germany,Beach Volleyball,Men,51.165691,10.451526
WICKLER Clemens,PRATA,2024-08-10,MASCULINO,1995-04-28,Germany,Beach Volleyball,Men,51.165691,10.451526
MOL Anders Berntsen,BRONZE,2024-08-10,MASCULINO,1997-07-02,Norway,Beach Volleyball,Men,60.472024,8.468946
SOERUM Christian Sandlie,BRONZE,2024-08-10,MASCULINO,1995-12-03,Norway,Beach Volleyball,Men,60.472024,8.468946
LEITAO Iuri,OURO,2024-08-10,MASCULINO,1998-07-03,Portugal,Cycling Track,Men's Madison,39.399872,-8.224454
OLIVEIRA Rui,OURO,2024-08-10,MASCULINO,1996-09-05,Portugal,Cycling Track,Men's Madison,39.399872,-8.224454
CONSONNI Simone,PRATA,2024-08-10,MASCULINO,1994-09-12,Italy,Cycling Track,Men's Madison,41.87194,12.56738
VIVIANI Elia,PRATA,2024-08-10,MASCULINO,1989-02-07,Italy,Cycling Track,Men's Madison,41.87194,12.56738
LARSEN Niklas,BRONZE,2024-08-10,MASCULINO,1997-03-22,Denmark,Cycling Track,Men's Madison,56.26392,9.501785
MOERKOEV Michael,BRONZE,2024-08-10,MASCULINO,1985-04-30,Denmark,Cycling Track,Men's Madison,56.26392,9.501785
NAEHER Alyssa,OURO,2024-08-10,FEMININO,1988-04-20,United States,Football,Women,38.7945952,-106.5348379
FOX Emily,OURO,2024-08-10,FEMININO,1998-07-05,United States,Football,Women,38.7945952,-106.5348379
ALBERT Korbin,OURO,2024-08-10,FEMININO,2003-10-13,United States,Football,Women,38.7945952,-106.5348379
GIRMA Naomi,OURO,2024-08-10,FEMININO,2000-06-14,United States,Football,Women,38.7945952,-106.5348379
RODMAN Trinity,OURO,2024-08-10,FEMININO,2002-05-20,United States,Football,Women,38.7945952,-106.5348379
KRUEGER Casey,OURO,2024-08-10,FEMININO,1990-08-23,United States,Football,Women,38.7945952,-106.5348379
DUNN Crystal,OURO,2024-08-10,FEMININO,1992-07-03,United States,Football,Women,38.7945952,-106.5348379
WILLIAMS Lynn,OURO,2024-08-10,FEMININO,1993-05-21,United States,Football,Women,38.7945952,-106.5348379
SWANSON Mallory,OURO,2024-08-10,FEMININO,1998-04-29,United States,Football,Women,38.7945952,-106.5348379
HORAN Lindsey,OURO,2024-08-10,FEMININO,1994-05-26,United States,Football,Women,38.7945952,-106.5348379
SMITH Sophia,OURO,2024-08-10,FEMININO,2000-08-10,United States,Football,Women,38.7945952,-106.5348379
DAVIDSON Tierna,OURO,2024-08-10,FEMININO,1998-09-19,United States,Football,Women,38.7945952,-106.5348379
NIGHSWONGER Jenna,OURO,2024-08-10,FEMININO,2000-11-28,United States,Football,Women,38.7945952,-106.5348379
SONNETT Emily,OURO,2024-08-10,FEMININO,1993-11-25,United States,Football,Women,38.7945952,-106.5348379
SHAW Jaedyn,OURO,2024-08-10,FEMININO,2004-11-20,United States,Football,Women,38.7945952,-106.5348379
LAVELLE Rose,OURO,2024-08-10,FEMININO,1995-05-14,United States,Football,Women,38.7945952,-106.5348379
COFFEY Samantha,OURO,2024-08-10,FEMININO,1998-12-31,United States,Football,Women,38.7945952,-106.5348379
MURPHY Casey,OURO,2024-08-10,FEMININO,1996-04-25,United States,Football,Women,38.7945952,-106.5348379
BETHUNE Croix,OURO,2024-08-10,FEMININO,2001-03-14,United States,Football,Women,38.7945952,-106.5348379
SAMS Emily,OURO,2024-08-10,FEMININO,1999-07-01,United States,Football,Women,38.7945952,-106.5348379
LORENA,PRATA,2024-08-10,FEMININO,1997-05-06,Brazil,Football,Women,-14.235004,-51.92528
ANTONIA,PRATA,2024-08-10,FEMININO,1994-04-26,Brazil,Football,Women,-14.235004,-51.92528
TARCIANE,PRATA,2024-08-10,FEMININO,2003-05-27,Brazil,Football,Women,-14.235004,-51.92528
RAFAELLE,PRATA,2024-08-10,FEMININO,1991-06-18,Brazil,Football,Women,-14.235004,-51.92528
DUDA SAMPAIO,PRATA,2024-08-10,FEMININO,2001-05-18,Brazil,Football,Women,-14.235004,-51.92528
TAMIRES,PRATA,2024-08-10,FEMININO,1987-10-10,Brazil,Football,Women,-14.235004,-51.92528
KEROLIN,PRATA,2024-08-10,FEMININO,1999-11-17,Brazil,Football,Women,-14.235004,-51.92528
VITORIA YAYA,PRATA,2024-08-10,FEMININO,2002-01-23,Brazil,Football,Women,-14.235004,-51.92528
ADRIANA,PRATA,2024-08-10,FEMININO,1996-11-17,Brazil,Football,Women,-14.235004,-51.92528
MARTA,PRATA,2024-08-10,FEMININO,1986-02-19,Brazil,Football,Women,-14.235004,-51.92528
JHENIFFER,PRATA,2024-08-10,FEMININO,2001-11-06,Brazil,Football,Women,-14.235004,-51.92528
TAINA,PRATA,2024-08-10,FEMININO,1995-05-01,Brazil,Football,Women,-14.235004,-51.92528
YASMIM,PRATA,2024-08-10,FEMININO,1996-10-28,Brazil,Football,Women,-14.235004,-51.92528
LUDMILA,PRATA,2024-08-10,FEMININO,1994-12-01,Brazil,Football,Women,-14.235004,-51.92528
THAIS,PRATA,2024-08-10,FEMININO,1996-05-01,Brazil,Football,Women,-14.235004,-51.92528
GABI NUNES,PRATA,2024-08-10,FEMININO,1997-03-10,Brazil,Football,Women,-14.235004,-51.92528
ANA VITORIA,PRATA,2024-08-10,FEMININO,2000-03-06,Brazil,Football,Women,-14.235004,-51.92528
GABI PORTILHO,PRATA,2024-08-10,FEMININO,1995-07-18,Brazil,Football,Women,-14.235004,-51.92528
PRISCILA,PRATA,2024-08-10,FEMININO,2004-08-22,Brazil,Football,Women,-14.235004,-51.92528
ANGELINA,PRATA,2024-08-10,FEMININO,2000-01-26,Brazil,Football,Women,-14.235004,-51.92528
LAUREN,PRATA,2024-08-10,FEMININO,2002-09-13,Brazil,Football,Women,-14.235004,-51.92528
LUCIANA,PRATA,2024-08-10,FEMININO,1987-07-24,Brazil,Football,Women,-14.235004,-51.92528
KRISTIANSEN Veronica,OURO,2024-08-10,FEMININO,1990-07-10,Norway,Handball,Women,60.472024,8.468946
AARDAHL Maren,OURO,2024-08-10,FEMININO,1994-03-02,Norway,Handball,Women,60.472024,8.468946
SKOGRAND Stine,OURO,2024-08-10,FEMININO,1993-03-03,Norway,Handball,Women,60.472024,8.468946
MOERK Nora,OURO,2024-08-10,FEMININO,1991-04-05,Norway,Handball,Women,60.472024,8.468946
OFTEDAL Stine Bredal,OURO,2024-08-10,FEMININO,1991-09-25,Norway,Handball,Women,60.472024,8.468946
SOLBERG-OESTHASSEL Silje,OURO,2024-08-10,FEMININO,1990-06-16,Norway,Handball,Women,60.472024,8.468946
BRATTSET DALE Kari,OURO,2024-08-10,FEMININO,1991-02-15,Norway,Handball,Women,60.472024,8.468946
BREISTOEL Kristine,OURO,2024-08-10,FEMININO,1993-08-23,Norway,Handball,Women,60.472024,8.468946
INGSTAD Vilde,OURO,2024-08-10,FEMININO,1994-12-18,Norway,Handball,Women,60.472024,8.468946
LUNDE Katrine,OURO,2024-08-10,FEMININO,1980-03-30,Norway,Handball,Women,60.472024,8.468946
JACOBSEN Marit,OURO,2024-08-10,FEMININO,1994-02-25,Norway,Handball,Women,60.472024,8.468946
HERREM Camilla,OURO,2024-08-10,FEMININO,1986-10-08,Norway,Handball,Women,60.472024,8.468946
SOLBERG-ISAKSEN Sanna,OURO,2024-08-10,FEMININO,1990-06-16,Norway,Handball,Women,60.472024,8.468946
REISTAD Henny,OURO,2024-08-10,FEMININO,1999-02-09,Norway,Handball,Women,60.472024,8.468946
RUSHFELDT DEILA Thale,OURO,2024-08-10,FEMININO,2000-01-15,Norway,Handball,Women,60.472024,8.468946
GLAUSER Laura,PRATA,2024-08-10,FEMININO,1993-08-20,France,Handball,Women,46.227638,2.213749
NOCANDY Meline,PRATA,2024-08-10,FEMININO,1998-02-25,France,Handball,Women,46.227638,2.213749
TOUBLANC Alicia,PRATA,2024-08-10,FEMININO,1996-05-03,France,Handball,Women,46.227638,2.213749
VALENTINI Chloe,PRATA,2024-08-10,FEMININO,1995-04-19,France,Handball,Women,46.227638,2.213749
LASSOURCE Coralie,PRATA,2024-08-10,FEMININO,1992-09-01,France,Handball,Women,46.227638,2.213749
ZAADI DEUNA Grace,PRATA,2024-08-10,FEMININO,1993-07-07,France,Handball,Women,46.227638,2.213749
DARLEUX MINGAM Cleopatre,PRATA,2024-08-10,FEMININO,1989-07-01,France,Handball,Women,46.227638,2.213749
FLIPPES Laura,PRATA,2024-08-10,FEMININO,1994-12-13,France,Handball,Women,46.227638,2.213749
KANOR Orlane,PRATA,2024-08-10,FEMININO,1997-06-16,France,Handball,Women,46.227638,2.213749
HORACEK Tamara,PRATA,2024-08-10,FEMININO,1995-11-05,France,Handball,Women,46.227638,2.213749
FOPPA Pauletta,PRATA,2024-08-10,FEMININO,2000-12-22,France,Handball,Women,46.227638,2.213749
NZE MINKO Estelle,PRATA,2024-08-10,FEMININO,1991-08-11,France,Handball,Women,46.227638,2.213749
ONDONO Onacia,PRATA,2024-08-10,FEMININO,1996-04-14,France,Handball,Women,46.227638,2.213749
GRANIER Lucie,PRATA,2024-08-10,FEMININO,1999-06-11,France,Handball,Women,46.227638,2.213749
BOUKTIT Sarah,PRATA,2024-08-10,FEMININO,2002-08-27,France,Handball,Women,46.227638,2.213749
GRANDVEAU Lena,PRATA,2024-08-10,FEMININO,2003-01-21,France,Handball,Women,46.227638,2.213749
SAKO Hatadou,PRATA,2024-08-10,FEMININO,1995-10-21,France,Handball,Women,46.227638,2.213749
TOFT Sandra,BRONZE,2024-08-10,FEMININO,1989-10-18,Denmark,Handball,Women,56.26392,9.501785
AABERG IVERSEN Sarah,BRONZE,2024-08-10,FEMININO,1990-04-10,Denmark,Handball,Women,56.26392,9.501785
ELVER Helena,BRONZE,2024-08-10,FEMININO,1998-03-01,Denmark,Handball,Women,56.26392,9.501785
HANSEN Anne Mette,BRONZE,2024-08-10,FEMININO,1994-08-25,Denmark,Handball,Women,56.26392,9.501785
HEINDAHL Kathrine,BRONZE,2024-08-10,FEMININO,1992-03-26,Denmark,Handball,Women,56.26392,9.501785
HAUGSTED Line,BRONZE,2024-08-10,FEMININO,1994-11-11,Denmark,Handball,Women,56.26392,9.501785
REINHARDT Althea,BRONZE,2024-08-10,FEMININO,1996-09-01,Denmark,Handball,Women,56.26392,9.501785
TRANBORG Mette,BRONZE,2024-08-10,FEMININO,1996-01-01,Denmark,Handball,Women,56.26392,9.501785
JOERGENSEN Kristina,BRONZE,2024-08-10,FEMININO,1998-01-17,Denmark,Handball,Women,56.26392,9.501785
OESTERGAARD Trine,BRONZE,2024-08-10,FEMININO,1991-10-17,Denmark,Handball,Women,56.26392,9.501785
VINTER BURGAARD Louise,BRONZE,2024-08-10,FEMININO,1992-10-17,Denmark,Handball,Women,56.26392,9.501785
HOEJLUND Mie,BRONZE,2024-08-10,FEMININO,1997-10-24,Denmark,Handball,Women,56.26392,9.501785
FRIIS Emma,BRONZE,2024-08-10,FEMININO,1999-10-31,Denmark,Handball,Women,56.26392,9.501785
IVERSEN Rikke,BRONZE,2024-08-10,FEMININO,1993-05-18,Denmark,Handball,Women,56.26392,9.501785
MOELLER Michala,BRONZE,2024-08-10,FEMININO,2000-02-16,Denmark,Handball,Women,56.26392,9.501785
CHEN Meng,OURO,2024-08-10,FEMININO,1994-01-15,China,Table Tennis,Women's Team,35.86166,104.195397
SUN Yingsha,OURO,2024-08-10,FEMININO,2000-11-04,China,Table Tennis,Women's Team,35.86166,104.195397
WANG Manyu,OURO,2024-08-10,FEMININO,1999-02-09,China,Table Tennis,Women's Team,35.86166,104.195397
HAYATA Hina,PRATA,2024-08-10,FEMININO,2000-07-07,Japan,Table Tennis,Women's Team,36.204824,138.252924
HARIMOTO Miwa,PRATA,2024-08-10,FEMININO,2008-06-16,Japan,Table Tennis,Women's Team,36.204824,138.252924
HIRANO Miu,PRATA,2024-08-10,FEMININO,2000-04-14,Japan,Table Tennis,Women's Team,36.204824,138.252924
SHIN Yubin,BRONZE,2024-08-10,FEMININO,2004-07-05,Korea,Table Tennis,Women's Team,35.907757,127.766922
JEON Jihee,BRONZE,2024-08-10,FEMININO,1992-10-28,Korea,Table Tennis,Women's Team,35.907757,127.766922
LEE Eunhye,BRONZE,2024-08-10,FEMININO,1995-05-02,Korea,Table Tennis,Women's Team,35.907757,127.766922
GREBENNIKOV Jenia,OURO,2024-08-10,MASCULINO,1990-08-13,France,Volleyball,Men,46.227638,2.213749
CHINENYEZE Barthelemy,OURO,2024-08-10,MASCULINO,1998-02-28,France,Volleyball,Men,46.227638,2.213749
JOUFFROY Quentin,OURO,2024-08-10,MASCULINO,1993-07-05,France,Volleyball,Men,46.227638,2.213749
le GOFF Nicolas,OURO,2024-08-10,MASCULINO,1992-02-15,France,Volleyball,Men,46.227638,2.213749
FAURE Theo,OURO,2024-08-10,MASCULINO,1999-10-12,France,Volleyball,Men,46.227638,2.213749
PATRY Jean,OURO,2024-08-10,MASCULINO,1996-12-27,France,Volleyball,Men,46.227638,2.213749
BRIZARD Antoine,OURO,2024-08-10,MASCULINO,1994-05-22,France,Volleyball,Men,46.227638,2.213749
TONIUTTI Benjamin,OURO,2024-08-10,MASCULINO,1989-10-30,France,Volleyball,Men,46.227638,2.213749
CLEVENOT Trevor,OURO,2024-08-10,MASCULINO,1994-06-28,France,Volleyball,Men,46.227638,2.213749
LOUATI Yacine,OURO,2024-08-10,MASCULINO,1992-03-04,France,Volleyball,Men,46.227638,2.213749
NGAPETH Earvin,OURO,2024-08-10,MASCULINO,1991-02-12,France,Volleyball,Men,46.227638,2.213749
TILLIE Kevin,OURO,2024-08-10,MASCULINO,1990-11-02,France,Volleyball,Men,46.227638,2.213749
CARLE Timothee,OURO,2024-08-10,MASCULINO,1995-11-30,France,Volleyball,Men,46.227638,2.213749
KACZMAREK Lukasz,PRATA,2024-08-10,MASCULINO,1994-06-29,Poland,Volleyball,Men,51.919438,19.145136
KUREK Bartosz,PRATA,2024-08-10,MASCULINO,1988-08-29,Poland,Volleyball,Men,51.919438,19.145136
LEON VENERO Wilfredo,PRATA,2024-08-10,MASCULINO,1993-07-31,Poland,Volleyball,Men,51.919438,19.145136
SLIWKA Aleksander,PRATA,2024-08-10,MASCULINO,1995-05-24,Poland,Volleyball,Men,51.919438,19.145136
LOMACZ Grzegorz,PRATA,2024-08-10,MASCULINO,1987-10-01,Poland,Volleyball,Men,51.919438,19.145136
KOCHANOWSKI Jakub,PRATA,2024-08-10,MASCULINO,1997-07-17,Poland,Volleyball,Men,51.919438,19.145136
SEMENIUK Kamil,PRATA,2024-08-10,MASCULINO,1996-07-16,Poland,Volleyball,Men,51.919438,19.145136
ZATORSKI Pawel,PRATA,2024-08-10,MASCULINO,1990-06-21,Poland,Volleyball,Men,51.919438,19.145136
JANUSZ Marcin,PRATA,2024-08-10,MASCULINO,1994-07-31,Poland,Volleyball,Men,51.919438,19.145136
BIENIEK Mateusz,PRATA,2024-08-10,MASCULINO,1994-04-05,Poland,Volleyball,Men,51.919438,19.145136
FORNAL Tomasz,PRATA,2024-08-10,MASCULINO,1997-08-31,Poland,Volleyball,Men,51.919438,19.145136
HUBER Norbert,PRATA,2024-08-10,MASCULINO,1998-08-14,Poland,Volleyball,Men,51.919438,19.145136
BOLADZ Bartlomiej,PRATA,2024-08-10,MASCULINO,1994-09-28,Poland,Volleyball,Men,51.919438,19.145136
DUARTE ALECRIM Diana,BRONZE,2024-08-10,FEMININO,1999-02-22,Brazil,Volleyball,Women,-14.235004,-51.92528
ALEXANDRE COSTA NUNES Nyeme Victor,BRONZE,2024-08-10,FEMININO,1998-10-11,Brazil,Volleyball,Women,-14.235004,-51.92528
SILVA CARNEIRO Macris Fernanda,BRONZE,2024-08-10,FEMININO,1989-03-03,Brazil,Volleyball,Women,-14.235004,-51.92528
DAHER de MENEZES Thaisa,BRONZE,2024-08-10,FEMININO,1987-05-15,Brazil,Volleyball,Women,-14.235004,-51.92528
MONTIBELLER Rosamaria,BRONZE,2024-08-10,FEMININO,1994-04-09,Brazil,Volleyball,Women,-14.235004,-51.92528
RATZKE Roberta Silva,BRONZE,2024-08-10,FEMININO,1990-04-28,Brazil,Volleyball,Women,-14.235004,-51.92528
BRAGA GUIMARAES Gabriela,BRONZE,2024-08-10,FEMININO,1994-05-19,Brazil,Volleyball,Women,-14.235004,-51.92528
MENEZES OLIVEIRA de SOUZA Ana Cris,BRONZE,2024-08-10,FEMININO,2004-04-07,Brazil,Volleyball,Women,-14.235004,-51.92528
da SILVA Ana Carolina,BRONZE,2024-08-10,FEMININO,1991-04-08,Brazil,Volleyball,Women,-14.235004,-51.92528
BERGMANN Julia Isabelle,BRONZE,2024-08-10,FEMININO,2001-02-21,Brazil,Volleyball,Women,-14.235004,-51.92528
LEMES SANTOS Tainara,BRONZE,2024-08-10,FEMININO,2000-03-09,Brazil,Volleyball,Women,-14.235004,-51.92528
GERALDO TEIXEIRA Lorenne,BRONZE,2024-08-10,FEMININO,1996-01-08,Brazil,Volleyball,Women,-14.235004,-51.92528
ARAUJO Natalia,BRONZE,2024-08-10,FEMININO,1997-04-10,Brazil,Volleyball,Women,-14.235004,-51.92528
